hostname,viewname,rackname,deployment_type,hardware,session_window,label,component,message_count,messages,incident_id,message_structure
scaqat10adm01,suragraw_daily111,scaqat10adm0102,Upgrade-BareMetal-X10,X10M-2 22TB HC,2025-10-22 16:45:02 - 2025-10-22 16:45:04,OSS_MAIN_LINUX.X64_251022,kernel,42,"kernel: sd 24:0:0:1: [sdj] Synchronize Cache(10) failed: Result: hostbyte=DID_TRANSPORT_FAILFAST driverbyte=DRIVER_OK
kernel: sd 22:0:0:1: [sdh] Synchronize Cache(10) failed: Result: hostbyte=DID_TRANSPORT_FAILFAST driverbyte=DRIVER_OK
kernel: sd 20:0:0:1: [sdf] Synchronize Cache(10) failed: Result: hostbyte=DID_TRANSPORT_FAILFAST driverbyte=DRIVER_OK
kernel: sd 26:0:0:1: [sdl] Synchronize Cache(10) failed: Result: hostbyte=DID_TRANSPORT_FAILFAST driverbyte=DRIVER_OK
kernel: sd 30:0:0:1: [sdp] Synchronize Cache(10) failed: Result: hostbyte=DID_TRANSPORT_FAILFAST driverbyte=DRIVER_OK
kernel: sd 28:0:0:1: [sdn] Synchronize Cache(10) failed: Result: hostbyte=DID_TRANSPORT_FAILFAST driverbyte=DRIVER_OK
kernel: sd 25:0:0:1: [sdk] Synchronize Cache(10) failed: Result: hostbyte=DID_TRANSPORT_FAILFAST driverbyte=DRIVER_OK
kernel: sd 29:0:0:1: [sdo] Synchronize Cache(10) failed: Result: hostbyte=DID_TRANSPORT_FAILFAST driverbyte=DRIVER_OK
kernel: sd 27:0:0:1: [sdm] Synchronize Cache(10) failed: Result: hostbyte=DID_TRANSPORT_FAILFAST driverbyte=DRIVER_OK
kernel: sd 19:0:0:1: [sde] Synchronize Cache(10) failed: Result: hostbyte=DID_TRANSPORT_FAILFAST driverbyte=DRIVER_OK
kernel: sd 23:0:0:1: [sdi] Synchronize Cache(10) failed: Result: hostbyte=DID_TRANSPORT_FAILFAST driverbyte=DRIVER_OK
kernel: sd 21:0:0:1: [sdg] Synchronize Cache(10) failed: Result: hostbyte=DID_TRANSPORT_FAILFAST driverbyte=DRIVER_OK
kernel: device-mapper: multipath: Failing path 8:80.
kernel: device-mapper: multipath: Failing path 8:112.
kernel: device-mapper: multipath: Failing path 8:176.
kernel: device-mapper: multipath: Failing path 8:208.
kernel: device-mapper: multipath: Failing path 8:240.
kernel: device-mapper: multipath: Failing path 8:80.
kernel: device-mapper: multipath: Failing path 8:176.
kernel: device-mapper: multipath: Failing path 8:208.
kernel: device-mapper: multipath: Failing path 8:240.
kernel: device-mapper: multipath: Failing path 8:176.
kernel: device-mapper: multipath: Failing path 8:208.
kernel: device-mapper: multipath: Failing path 8:240.
kernel: device-mapper: multipath: Failing path 8:208.
kernel: device-mapper: multipath: Failing path 8:240.
kernel: device-mapper: multipath: Failing path 8:208.
kernel: device-mapper: multipath: Failing path 8:64.
kernel: device-mapper: multipath: Failing path 8:96.
kernel: device-mapper: multipath: Failing path 8:128.
kernel: device-mapper: multipath: Failing path 8:192.
kernel: device-mapper: multipath: Failing path 8:224.
kernel: device-mapper: multipath: Failing path 8:64.
kernel: device-mapper: multipath: Failing path 8:96.
kernel: device-mapper: multipath: Failing path 8:128.
kernel: device-mapper: multipath: Failing path 8:192.
kernel: device-mapper: multipath: Failing path 8:64.
kernel: device-mapper: multipath: Failing path 8:96.
kernel: device-mapper: multipath: Failing path 8:128.
kernel: device-mapper: multipath: Failing path 8:96.
kernel: device-mapper: multipath: Failing path 8:128.
kernel: device-mapper: multipath: Failing path 8:96.",f1d8580b210a,"kernel: sd <num>:<num>:<num>:<num>: [sdj] synchronize cache(<num>) failed: result: hostbyte=did_transport_failfast driverbyte=driver_ok
kernel: sd <num>:<num>:<num>:<num>: [sdh] synchronize cache(<num>) failed: result: hostbyte=did_transport_failfast driverbyte=driver_ok
kernel: sd <num>:<num>:<num>:<num>: [sdf] synchronize cache(<num>) failed: result: hostbyte=did_transport_failfast driverbyte=driver_ok
kernel: sd <num>:<num>:<num>:<num>: [sdl] synchronize cache(<num>) failed: result: hostbyte=did_transport_failfast driverbyte=driver_ok
kernel: sd <num>:<num>:<num>:<num>: [sdp] synchronize cache(<num>) failed: result: hostbyte=did_transport_failfast driverbyte=driver_ok
kernel: sd <num>:<num>:<num>:<num>: [sdn] synchronize cache(<num>) failed: result: hostbyte=did_transport_failfast driverbyte=driver_ok
kernel: sd <num>:<num>:<num>:<num>: [sdk] synchronize cache(<num>) failed: result: hostbyte=did_transport_failfast driverbyte=driver_ok
kernel: sd <num>:<num>:<num>:<num>: [sdo] synchronize cache(<num>) failed: result: hostbyte=did_transport_failfast driverbyte=driver_ok
kernel: sd <num>:<num>:<num>:<num>: [sdm] synchronize cache(<num>) failed: result: hostbyte=did_transport_failfast driverbyte=driver_ok
kernel: sd <num>:<num>:<num>:<num>: [sde] synchronize cache(<num>) failed: result: hostbyte=did_transport_failfast driverbyte=driver_ok
kernel: sd <num>:<num>:<num>:<num>: [sdi] synchronize cache(<num>) failed: result: hostbyte=did_transport_failfast driverbyte=driver_ok
kernel: sd <num>:<num>:<num>:<num>: [sdg] synchronize cache(<num>) failed: result: hostbyte=did_transport_failfast driverbyte=driver_ok
kernel: device-mapper: multipath: failing path <num>:<num>."
scaqat10adm01,suragraw_daily111,scaqat10adm0102,Upgrade-BareMetal-X10,X10M-2 22TB HC,2025-10-22 16:44:34 - 2025-10-22 16:44:35,OSS_MAIN_LINUX.X64_251022,multipathd,12,"multipathd: checker failed path 8:80 in map mpathd
multipathd: checker failed path 8:96 in map mpathc
multipathd: checker failed path 8:112 in map mpathd
multipathd: checker failed path 8:144 in map mpathd
multipathd: checker failed path 8:160 in map mpathc
multipathd: checker failed path 8:176 in map mpathd
multipathd: checker failed path 8:192 in map mpathc
multipathd: checker failed path 8:208 in map mpathd
multipathd: checker failed path 8:224 in map mpathc
multipathd: checker failed path 8:64 in map mpathc
multipathd: checker failed path 8:128 in map mpathc
multipathd: checker failed path 8:240 in map mpathd",e4123824a481,"multipathd: checker failed path <num>:<num> in map mpathd
multipathd: checker failed path <num>:<num> in map mpathc"
scaqat10adm01,suragraw_daily111,scaqat10adm0102,Upgrade-BareMetal-X10,X10M-2 22TB HC,2025-10-22 16:45:04,OSS_MAIN_LINUX.X64_251022,multipathd,30,"multipathd: sync_map_state: failing sdf state 2 dmstate 2
multipathd: sync_map_state: failing sdh state 2 dmstate 2
multipathd: sync_map_state: failing sdl state 2 dmstate 2
multipathd: sync_map_state: failing sdn state 2 dmstate 2
multipathd: sync_map_state: failing sdp state 2 dmstate 2
multipathd: sync_map_state: failing sdf state 2 dmstate 2
multipathd: sync_map_state: failing sdl state 2 dmstate 2
multipathd: sync_map_state: failing sdn state 2 dmstate 2
multipathd: sync_map_state: failing sdp state 2 dmstate 2
multipathd: sync_map_state: failing sdl state 2 dmstate 2
multipathd: sync_map_state: failing sdn state 2 dmstate 2
multipathd: sync_map_state: failing sdp state 2 dmstate 2
multipathd: sync_map_state: failing sdn state 2 dmstate 2
multipathd: sync_map_state: failing sdp state 2 dmstate 2
multipathd: sync_map_state: failing sdn state 2 dmstate 2
multipathd: sync_map_state: failing sde state 2 dmstate 2
multipathd: sync_map_state: failing sdg state 2 dmstate 2
multipathd: sync_map_state: failing sdi state 2 dmstate 2
multipathd: sync_map_state: failing sdm state 2 dmstate 2
multipathd: sync_map_state: failing sdo state 2 dmstate 2
multipathd: sync_map_state: failing sde state 2 dmstate 2
multipathd: sync_map_state: failing sdg state 2 dmstate 2
multipathd: sync_map_state: failing sdi state 2 dmstate 2
multipathd: sync_map_state: failing sdm state 2 dmstate 2
multipathd: sync_map_state: failing sde state 2 dmstate 2
multipathd: sync_map_state: failing sdg state 2 dmstate 2
multipathd: sync_map_state: failing sdi state 2 dmstate 2
multipathd: sync_map_state: failing sdg state 2 dmstate 2
multipathd: sync_map_state: failing sdi state 2 dmstate 2
multipathd: sync_map_state: failing sdg state 2 dmstate 2",49b89d95eab3,"multipathd: sync_map_state: failing sdf state <num> dmstate <num>
multipathd: sync_map_state: failing sdh state <num> dmstate <num>
multipathd: sync_map_state: failing sdl state <num> dmstate <num>
multipathd: sync_map_state: failing sdn state <num> dmstate <num>
multipathd: sync_map_state: failing sdp state <num> dmstate <num>
multipathd: sync_map_state: failing sde state <num> dmstate <num>
multipathd: sync_map_state: failing sdg state <num> dmstate <num>
multipathd: sync_map_state: failing sdi state <num> dmstate <num>
multipathd: sync_map_state: failing sdm state <num> dmstate <num>
multipathd: sync_map_state: failing sdo state <num> dmstate <num>"
scaqat10adm01,suragraw_daily111,scaqat10adm0102,Upgrade-BareMetal-X10,X10M-2 22TB HC,2025-10-22 17:03:39,OSS_MAIN_LINUX.X64_251022,exachkcfg,1,exachkcfg: Oct 22 17:03:24 scaqat10adm01.us.oracle.com sshd[28322]: pam_systemd(sshd:session): Failed to create session: Connection timed out,51ea4ef1c75a,exachkcfg: oct <num> <time> scaqat<num>adm<num>.us.oracle.com sshd[<num>]: pam_systemd(sshd:session): failed to create session: connection timed out
scaqae12adm03 | scaqae12adm04,suragraw_daily20,scaqae12adm0304,Upgrade-OVM-X7,X7-2 Elastic Rack EF 6.4TB,2025-10-22 15:13:07 - 2025-10-22 15:13:08,OSS_MAIN_LINUX.X64_251022,kernel,16,"kernel: mlx4_core 0000:3b:00.0: vhcr command:0x24 slave:1 failed with error:0, status -1
kernel: mlx4_core 0000:3b:00.0: vhcr command:0x24 slave:1 failed with error:0, status -1
kernel: mlx4_core 0000:3b:00.0: vhcr command:0x24 slave:2 failed with error:0, status -1
kernel: mlx4_core 0000:3b:00.0: vhcr command:0x24 slave:2 failed with error:0, status -1",85dfab79e6c5,"kernel: mlx<num>_core <num>:<num>b:<num>.<num>: vhcr command:<hex> slave:<num> failed with error:<num>, status -<num>"
scaqae12adm03 | scaqae12adm04,suragraw_daily20,scaqae12adm0304,Upgrade-OVM-X7,X7-2 Elastic Rack EF 6.4TB,2025-10-22 19:31:00,OSS_MAIN_LINUX.X64_251022,kernel,2,kernel: mlx4_core 0000:3b:00.0: mlx4_core: xen_get_host_pages failed ret = -95 #012!,7b19829941b9,kernel: mlx<num>_core <num>:<num>b:<num>.<num>: mlx<num>_core: xen_get_host_pages failed ret = -<num> #<num>!
scaqae12adm03 | scaqae12adm04 | scaqae12dv0301m | scaqae12dv0302m | scaqae12dv0401m | scaqae12dv0402m,suragraw_daily20,scaqae12adm0304,Upgrade-OVM-X7,X7-2 Elastic Rack EF 6.4TB,2025-10-22 12:43:19,OSS_MAIN_LINUX.X64_251022,systemd,40,"systemd: Unit exadata-netdiag-dump.service entered failed state.
systemd: exadata-netdiag-dump.service failed.",7967e3be8c50,"systemd: unit exadata-netdiag-dump.service entered failed state.
systemd: exadata-netdiag-dump.service failed."
scaqae12adm03 | scaqae12adm04 | scaqae12dv0301m | scaqae12dv0401m,suragraw_daily20,scaqae12adm0304,Upgrade-OVM-X7,X7-2 Elastic Rack EF 6.4TB,2025-10-22 12:50:02,OSS_MAIN_LINUX.X64_251022,systemd,18,"systemd: Failed to start Crash recovery kernel arming.
systemd: Unit kdump.service entered failed state.
systemd: kdump.service failed.",4fd2c1716ef1,"systemd: failed to start crash recovery kernel arming.
systemd: unit kdump.service entered failed state.
systemd: kdump.service failed."
scaqae12adm03,suragraw_daily20,scaqae12adm0304,Upgrade-OVM-X7,X7-2 Elastic Rack EF 6.4TB,2025-10-22 13:17:33 - 2025-10-22 13:17:34,OSS_MAIN_LINUX.X64_251022,systemd,3,"systemd: Unit exadata-netdiag-dump.service entered failed state.
systemd: exadata-netdiag-dump.service failed.
systemd: Failed unmounting /proc/xen.",a834095a75aa,"systemd: unit exadata-netdiag-dump.service entered failed state.
systemd: exadata-netdiag-dump.service failed.
systemd: failed unmounting /proc/xen."
scaqae12adm03 | scaqae12adm04,suragraw_daily20,scaqae12adm0304,Upgrade-OVM-X7,X7-2 Elastic Rack EF 6.4TB,2025-10-22 17:53:17,OSS_MAIN_LINUX.X64_251022,systemd,4,"systemd: Unit dbserverd.service entered failed state.
systemd: dbserverd.service failed.",6f6fd930a9a9,"systemd: unit dbserverd.service entered failed state.
systemd: dbserverd.service failed."
scaqae12adm03 | scaqae12adm04,suragraw_daily20,scaqae12adm0304,Upgrade-OVM-X7,X7-2 Elastic Rack EF 6.4TB,2025-10-22 17:55:55,OSS_MAIN_LINUX.X64_251022,systemd,4,"systemd: Dependency failed for Wait for Network to be Configured.
systemd: Job systemd-networkd-wait-online.service/start failed with result 'dependency'.",4d29640ff0d6,"systemd: dependency failed for wait for network to be configured.
systemd: job systemd-networkd-wait-online.service/start failed with result '<str>'."
scaqae12adm03 | scaqae12adm04,suragraw_daily20,scaqae12adm0304,Upgrade-OVM-X7,X7-2 Elastic Rack EF 6.4TB,2025-10-22 18:09:09,OSS_MAIN_LINUX.X64_251022,systemd,4,systemd: Failed unmounting /proc/xen.,6a8328d38d6f,systemd: failed unmounting /proc/xen.
scaqae12adm03 | scaqae12adm04,suragraw_daily20,scaqae12adm0304,Upgrade-OVM-X7,X7-2 Elastic Rack EF 6.4TB,2025-10-22 18:15:07,OSS_MAIN_LINUX.X64_251022,systemd,4,"systemd: Unit exachkcfg.service entered failed state.
systemd: exachkcfg.service failed.",7bc08e7fbc25,"systemd: unit exachkcfg.service entered failed state.
systemd: exachkcfg.service failed."
scaqae12adm03 | scaqae12adm04,suragraw_daily20,scaqae12adm0304,Upgrade-OVM-X7,X7-2 Elastic Rack EF 6.4TB,2025-10-22 18:15:10 - 2025-10-22 18:15:11,OSS_MAIN_LINUX.X64_251022,systemd,8,"systemd: Unit systemd-networkd.service entered failed state.
systemd-networkd.service failed.
systemd-networkd.socket failed to queue service startup job (Maybe the service file is missing or not a non-template unit?): Transaction is destructive.
systemd: Unit systemd-networkd.socket entered failed state.",d70e6867a267,"systemd: unit systemd-networkd.service entered failed state.
systemd-networkd.service failed.
systemd-networkd.socket failed to queue service startup job (maybe the service file is missing or not a non-template unit?): transaction is destructive.
systemd: unit systemd-networkd.socket entered failed state."
scaqae12adm03,suragraw_daily20,scaqae12adm0304,Upgrade-OVM-X7,X7-2 Elastic Rack EF 6.4TB,2025-10-22 18:33:21 - 2025-10-22 18:33:26,OSS_MAIN_LINUX.X64_251022,systemd,31,"systemd: Failed to send job remove signal for 2446: Connection reset by peer
systemd: Failed to send unit change signal for systemd-tmpfiles-clean.service: Transport endpoint is not connected
systemd: Failed to send unit change signal for systemd-tmpfiles-clean.timer: Transport endpoint is not connected
systemd: Failed to load configuration for run.mount: No such file or directory
systemd: Failed to load configuration for run-user.mount: No such file or directory
systemd: Failed to load configuration for session-84.scope: No such file or directory
systemd: Failed to load configuration for session-84.scope: No such file or directory
systemd: Failed to load configuration for session-84.scope: No such file or directory
systemd: Failed to load configuration for run.mount: No such file or directory
systemd: Failed to load configuration for run-user.mount: No such file or directory
systemd: Failed to load configuration for session-85.scope: No such file or directory
systemd: Failed to load configuration for session-85.scope: No such file or directory
systemd: Failed to load configuration for session-85.scope: No such file or directory
systemd: Failed to load configuration for run.mount: No such file or directory
systemd: Failed to load configuration for run-user.mount: No such file or directory
systemd: Failed to load configuration for session-86.scope: No such file or directory
systemd: Failed to load configuration for session-86.scope: No such file or directory
systemd: Failed to load configuration for session-86.scope: No such file or directory
systemd: Failed to load configuration for run.mount: No such file or directory
systemd: Failed to load configuration for run-user.mount: No such file or directory
systemd: Failed to load configuration for session-87.scope: No such file or directory
systemd: Failed to load configuration for session-87.scope: No such file or directory
systemd: Failed to load configuration for session-87.scope: No such file or directory
systemd: Failed to load configuration for run.mount: No such file or directory
systemd: Failed to load configuration for run-user.mount: No such file or directory
systemd: Failed to load configuration for session-88.scope: No such file or directory
systemd: Failed to load configuration for session-88.scope: No such file or directory
systemd: Failed to load configuration for session-88.scope: No such file or directory
systemd: Failed to load configuration for run.mount: No such file or directory
systemd: Failed to load configuration for run-user.mount: No such file or directory
systemd: Failed to load configuration for session-89.scope: No such file or directory",d86b0ed1b609,"systemd: failed to send job remove signal for <num>: connection reset by peer
systemd: failed to send unit change signal for systemd-tmpfiles-clean.service: transport endpoint is not connected
systemd: failed to send unit change signal for systemd-tmpfiles-clean.timer: transport endpoint is not connected
systemd: failed to load configuration for run.mount: no such file or directory
systemd: failed to load configuration for run-user.mount: no such file or directory
systemd: failed to load configuration for session-<num>.scope: no such file or directory"
